year,category,motivation,fullName,gender,Question,Answer
1936,medicine,for their discoveries relating to chemical transmission of nerve impulses,Otto Loewi,male,Who won a Nobel Prize for medicine in 1936?,Otto Loewi won a Nobel Prize for medicine in 1936 for for their discoveries relating to chemical transmission of nerve impulses
1936,medicine,for their discoveries relating to chemical transmission of nerve impulses,Sir Henry Dale,male,Who won a Nobel Prize for medicine in 1936?,Sir Henry Dale won a Nobel Prize for medicine in 1936 for for their discoveries relating to chemical transmission of nerve impulses
1936,chemistry,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Peter Debye,male,Who won a Nobel Prize for chemistry in 1936?,Peter Debye won a Nobel Prize for chemistry in 1936 for for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases
1936,physics,for his discovery of the positron,Carl D. Anderson,male,Who won a Nobel Prize for physics in 1936?,Carl D. Anderson won a Nobel Prize for physics in 1936 for for his discovery of the positron
1936,physics,for his discovery of cosmic radiation,Victor F. Hess,male,Who won a Nobel Prize for physics in 1936?,Victor F. Hess won a Nobel Prize for physics in 1936 for for his discovery of cosmic radiation
1935,chemistry,in recognition of their synthesis of new radioactive elements,Irene Joliot-Curie,female,Who won a Nobel Prize for chemistry in 1935?,Irene Joliot-Curie won a Nobel Prize for chemistry in 1935 for in recognition of their synthesis of new radioactive elements
1935,peace,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace,Carl von Ossietzky,male,Who won a Nobel Prize for peace in 1935?,Carl von Ossietzky won a Nobel Prize for peace in 1935 for for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace
1935,medicine,for his discovery of the organizer effect in embryonic development,Hans Spemann,male,Who won a Nobel Prize for medicine in 1935?,Hans Spemann won a Nobel Prize for medicine in 1935 for for his discovery of the organizer effect in embryonic development
1935,chemistry,in recognition of their synthesis of new radioactive elements,Frederic Joliot,male,Who won a Nobel Prize for chemistry in 1935?,Frederic Joliot won a Nobel Prize for chemistry in 1935 for in recognition of their synthesis of new radioactive elements
1935,physics,for the discovery of the neutron,James Chadwick,male,Who won a Nobel Prize for physics in 1935?,James Chadwick won a Nobel Prize for physics in 1935 for for the discovery of the neutron
1934,literature,for his bold and ingenious revival of dramatic and scenic art,Luigi Pirandello,male,Who won a Nobel Prize for literature in 1934?,Luigi Pirandello won a Nobel Prize for literature in 1934 for for his bold and ingenious revival of dramatic and scenic art
1934,peace,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,Arthur Henderson,male,Who won a Nobel Prize for peace in 1934?,Arthur Henderson won a Nobel Prize for peace in 1934 for for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,William P. Murphy,male,Who won a Nobel Prize for medicine in 1934?,William P. Murphy won a Nobel Prize for medicine in 1934 for for their discoveries concerning liver therapy in cases of anaemia
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,George R. Minot,male,Who won a Nobel Prize for medicine in 1934?,George R. Minot won a Nobel Prize for medicine in 1934 for for their discoveries concerning liver therapy in cases of anaemia
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,George H. Whipple,male,Who won a Nobel Prize for medicine in 1934?,George H. Whipple won a Nobel Prize for medicine in 1934 for for their discoveries concerning liver therapy in cases of anaemia
1934,chemistry,for his discovery of heavy hydrogen,Harold C. Urey,male,Who won a Nobel Prize for chemistry in 1934?,Harold C. Urey won a Nobel Prize for chemistry in 1934 for for his discovery of heavy hydrogen
1933,literature,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,Ivan Bunin,male,Who won a Nobel Prize for literature in 1933?,Ivan Bunin won a Nobel Prize for literature in 1933 for for the strict artistry with which he has carried on the classical Russian traditions in prose writing
1933,peace,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,Sir Norman Angell,male,Who won a Nobel Prize for peace in 1933?,Sir Norman Angell won a Nobel Prize for peace in 1933 for for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace
1933,medicine,for his discoveries concerning the role played by the chromosome in heredity,Thomas H. Morgan,male,Who won a Nobel Prize for medicine in 1933?,Thomas H. Morgan won a Nobel Prize for medicine in 1933 for for his discoveries concerning the role played by the chromosome in heredity
1933,physics,for the discovery of new productive forms of atomic theory,Paul A.M. Dirac,male,Who won a Nobel Prize for physics in 1933?,Paul A.M. Dirac won a Nobel Prize for physics in 1933 for for the discovery of new productive forms of atomic theory
1933,physics,for the discovery of new productive forms of atomic theory,Erwin Schradinger,male,Who won a Nobel Prize for physics in 1933?,Erwin Schradinger won a Nobel Prize for physics in 1933 for for the discovery of new productive forms of atomic theory
1932,physics,for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen,Werner Heisenberg,male,Who won a Nobel Prize for physics in 1932?,Werner Heisenberg won a Nobel Prize for physics in 1932 for for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen
1932,literature,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,John Galsworthy,male,Who won a Nobel Prize for literature in 1932?,John Galsworthy won a Nobel Prize for literature in 1932 for for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>
1932,medicine,for their discoveries regarding the functions of neurons,Edgar Adrian,male,Who won a Nobel Prize for medicine in 1932?,Edgar Adrian won a Nobel Prize for medicine in 1932 for for their discoveries regarding the functions of neurons
1932,medicine,for their discoveries regarding the functions of neurons,Sir Charles Sherrington,male,Who won a Nobel Prize for medicine in 1932?,Sir Charles Sherrington won a Nobel Prize for medicine in 1932 for for their discoveries regarding the functions of neurons
1932,chemistry,for his discoveries and investigations in surface chemistry,Irving Langmuir,male,Who won a Nobel Prize for chemistry in 1932?,Irving Langmuir won a Nobel Prize for chemistry in 1932 for for his discoveries and investigations in surface chemistry
1931,medicine,for his discovery of the nature and mode of action of the respiratory enzyme,Otto Warburg,male,Who won a Nobel Prize for medicine in 1931?,Otto Warburg won a Nobel Prize for medicine in 1931 for for his discovery of the nature and mode of action of the respiratory enzyme
1931,literature,The poetry of Erik Axel Karlfeldt,Erik Axel Karlfeldt,male,Who won a Nobel Prize for literature in 1931?,Erik Axel Karlfeldt won a Nobel Prize for literature in 1931 for The poetry of Erik Axel Karlfeldt
1931,peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,Nicholas Murray Butler,male,Who won a Nobel Prize for peace in 1931?,Nicholas Murray Butler won a Nobel Prize for peace in 1931 for for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind
1931,peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,Jane Addams,female,Who won a Nobel Prize for peace in 1931?,Jane Addams won a Nobel Prize for peace in 1931 for for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind
1931,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,Friedrich Bergius,male,Who won a Nobel Prize for chemistry in 1931?,Friedrich Bergius won a Nobel Prize for chemistry in 1931 for in recognition of their contributions to the invention and development of chemical high pressure methods
1931,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,Carl Bosch,male,Who won a Nobel Prize for chemistry in 1931?,Carl Bosch won a Nobel Prize for chemistry in 1931 for in recognition of their contributions to the invention and development of chemical high pressure methods
1930,peace,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',Nathan Soderblom,male,Who won a Nobel Prize for peace in 1930?,Nathan Soderblom won a Nobel Prize for peace in 1930 for for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'
1930,literature,for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters,Sinclair Lewis,male,Who won a Nobel Prize for literature in 1930?,Sinclair Lewis won a Nobel Prize for literature in 1930 for for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters
1930,medicine,for his discovery of human blood groups,Karl Landsteiner,male,Who won a Nobel Prize for medicine in 1930?,Karl Landsteiner won a Nobel Prize for medicine in 1930 for for his discovery of human blood groups
1930,chemistry,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,Hans Fischer,male,Who won a Nobel Prize for chemistry in 1930?,Hans Fischer won a Nobel Prize for chemistry in 1930 for for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin
1930,physics,for his work on the scattering of light and for the discovery of the effect named after him,Sir Chandrasekhara Venkata Raman,male,Who won a Nobel Prize for physics in 1930?,Sir Chandrasekhara Venkata Raman won a Nobel Prize for physics in 1930 for for his work on the scattering of light and for the discovery of the effect named after him
1929,physics,for his discovery of the wave nature of electrons,Louis de Broglie,male,Who won a Nobel Prize for physics in 1929?,Louis de Broglie won a Nobel Prize for physics in 1929 for for his discovery of the wave nature of electrons
1929,literature,principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature,Thomas Mann,male,Who won a Nobel Prize for literature in 1929?,Thomas Mann won a Nobel Prize for literature in 1929 for principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature
1929,peace,for his crucial role in bringing about the Briand-Kellogg Pact,Frank B. Kellogg,male,Who won a Nobel Prize for peace in 1929?,Frank B. Kellogg won a Nobel Prize for peace in 1929 for for his crucial role in bringing about the Briand-Kellogg Pact
1929,medicine,for his discovery of the growth-stimulating vitamins,Sir Frederick Hopkins,male,Who won a Nobel Prize for medicine in 1929?,Sir Frederick Hopkins won a Nobel Prize for medicine in 1929 for for his discovery of the growth-stimulating vitamins
1929,medicine,for his discovery of the antineuritic vitamin,Christiaan Eijkman,male,Who won a Nobel Prize for medicine in 1929?,Christiaan Eijkman won a Nobel Prize for medicine in 1929 for for his discovery of the antineuritic vitamin
1929,chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,Hans von Euler-Chelpin,male,Who won a Nobel Prize for chemistry in 1929?,Hans von Euler-Chelpin won a Nobel Prize for chemistry in 1929 for for their investigations on the fermentation of sugar and fermentative enzymes
1929,chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,Arthur Harden,male,Who won a Nobel Prize for chemistry in 1929?,Arthur Harden won a Nobel Prize for chemistry in 1929 for for their investigations on the fermentation of sugar and fermentative enzymes
1928,chemistry,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,Adolf Windaus,male,Who won a Nobel Prize for chemistry in 1928?,Adolf Windaus won a Nobel Prize for chemistry in 1928 for for the services rendered through his research into the constitution of the sterols and their connection with the vitamins
1928,literature,principally for her powerful descriptions of Northern life during the Middle Ages,Sigrid Undset,female,Who won a Nobel Prize for literature in 1928?,Sigrid Undset won a Nobel Prize for literature in 1928 for principally for her powerful descriptions of Northern life during the Middle Ages
1928,medicine,for his work on typhus,Charles Nicolle,male,Who won a Nobel Prize for medicine in 1928?,Charles Nicolle won a Nobel Prize for medicine in 1928 for for his work on typhus
1928,physics,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,Owen Willans Richardson,male,Who won a Nobel Prize for physics in 1928?,Owen Willans Richardson won a Nobel Prize for physics in 1928 for for his work on the thermionic phenomenon and especially for the discovery of the law named after him
1927,literature,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,Henri Bergson,male,Who won a Nobel Prize for literature in 1927?,Henri Bergson won a Nobel Prize for literature in 1927 for in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented
1927,peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,Ludwig Quidde,male,Who won a Nobel Prize for peace in 1927?,Ludwig Quidde won a Nobel Prize for peace in 1927 for for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation
1927,peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,Ferdinand Buisson,male,Who won a Nobel Prize for peace in 1927?,Ferdinand Buisson won a Nobel Prize for peace in 1927 for for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation
1927,medicine,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,Julius Wagner-Jauregg,male,Who won a Nobel Prize for medicine in 1927?,Julius Wagner-Jauregg won a Nobel Prize for medicine in 1927 for for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica
1927,chemistry,for his investigations of the constitution of the bile acids and related substances,Heinrich Wieland,male,Who won a Nobel Prize for chemistry in 1927?,Heinrich Wieland won a Nobel Prize for chemistry in 1927 for for his investigations of the constitution of the bile acids and related substances
1927,physics,for his method of making the paths of electrically charged particles visible by condensation of vapour,C.T.R. Wilson,male,Who won a Nobel Prize for physics in 1927?,C.T.R. Wilson won a Nobel Prize for physics in 1927 for for his method of making the paths of electrically charged particles visible by condensation of vapour
1927,physics,for his discovery of the effect named after him,Arthur H. Compton,male,Who won a Nobel Prize for physics in 1927?,Arthur H. Compton won a Nobel Prize for physics in 1927 for for his discovery of the effect named after him
1926,chemistry,for his work on disperse systems,The Svedberg,male,Who won a Nobel Prize for chemistry in 1926?,The Svedberg won a Nobel Prize for chemistry in 1926 for for his work on disperse systems
1926,literature,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,Grazia Deledda,female,Who won a Nobel Prize for literature in 1926?,Grazia Deledda won a Nobel Prize for literature in 1926 for for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general
1926,peace,for their crucial role in bringing about the Locarno Treaty,Gustav Stresemann,male,Who won a Nobel Prize for peace in 1926?,Gustav Stresemann won a Nobel Prize for peace in 1926 for for their crucial role in bringing about the Locarno Treaty
1926,peace,for their crucial role in bringing about the Locarno Treaty,Aristide Briand,male,Who won a Nobel Prize for peace in 1926?,Aristide Briand won a Nobel Prize for peace in 1926 for for their crucial role in bringing about the Locarno Treaty
1926,medicine,for his discovery of the Spiroptera carcinoma,Johannes Fibiger,male,Who won a Nobel Prize for medicine in 1926?,Johannes Fibiger won a Nobel Prize for medicine in 1926 for for his discovery of the Spiroptera carcinoma
1926,physics,for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium,Jean Baptiste Perrin,male,Who won a Nobel Prize for physics in 1926?,Jean Baptiste Perrin won a Nobel Prize for physics in 1926 for for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium
1925,chemistry,for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry,Richard Zsigmondy,male,Who won a Nobel Prize for chemistry in 1925?,Richard Zsigmondy won a Nobel Prize for chemistry in 1925 for for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry
1925,physics,for their discovery of the laws governing the impact of an electron upon an atom,James Franck,male,Who won a Nobel Prize for physics in 1925?,James Franck won a Nobel Prize for physics in 1925 for for their discovery of the laws governing the impact of an electron upon an atom
1925,literature,for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty,George Bernard Shaw,male,Who won a Nobel Prize for literature in 1925?,George Bernard Shaw won a Nobel Prize for literature in 1925 for for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty
1925,peace,for his crucial role in bringing about the Dawes Plan,Charles G. Dawes,male,Who won a Nobel Prize for peace in 1925?,Charles G. Dawes won a Nobel Prize for peace in 1925 for for his crucial role in bringing about the Dawes Plan
1925,peace,for his crucial role in bringing about the Locarno Treaty,Sir Austen Chamberlain,male,Who won a Nobel Prize for peace in 1925?,Sir Austen Chamberlain won a Nobel Prize for peace in 1925 for for his crucial role in bringing about the Locarno Treaty
1925,physics,for their discovery of the laws governing the impact of an electron upon an atom,Gustav Hertz,male,Who won a Nobel Prize for physics in 1925?,Gustav Hertz won a Nobel Prize for physics in 1925 for for their discovery of the laws governing the impact of an electron upon an atom
1924,physics,for his discoveries and research in the field of X-ray spectroscopy,Manne Siegbahn,male,Who won a Nobel Prize for physics in 1924?,Manne Siegbahn won a Nobel Prize for physics in 1924 for for his discoveries and research in the field of X-ray spectroscopy
1924,literature,for his great national epic <I>The Peasants</I>,Wladyslaw Reymont,male,Who won a Nobel Prize for literature in 1924?,Wladyslaw Reymont won a Nobel Prize for literature in 1924 for for his great national epic <I>The Peasants</I>
1924,medicine,for his discovery of the mechanism of the electrocardiogram,Willem Einthoven,male,Who won a Nobel Prize for medicine in 1924?,Willem Einthoven won a Nobel Prize for medicine in 1924 for for his discovery of the mechanism of the electrocardiogram
1923,literature,for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation,William Butler Yeats,male,Who won a Nobel Prize for literature in 1923?,William Butler Yeats won a Nobel Prize for literature in 1923 for for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation
1923,medicine,for the discovery of insulin,John Macleod,male,Who won a Nobel Prize for medicine in 1923?,John Macleod won a Nobel Prize for medicine in 1923 for for the discovery of insulin
1923,medicine,for the discovery of insulin,Frederick G. Banting,male,Who won a Nobel Prize for medicine in 1923?,Frederick G. Banting won a Nobel Prize for medicine in 1923 for for the discovery of insulin
1923,chemistry,for his invention of the method of micro-analysis of organic substances,Fritz Pregl,male,Who won a Nobel Prize for chemistry in 1923?,Fritz Pregl won a Nobel Prize for chemistry in 1923 for for his invention of the method of micro-analysis of organic substances
1923,physics,for his work on the elementary charge of electricity and on the photoelectric effect,Robert A. Millikan,male,Who won a Nobel Prize for physics in 1923?,Robert A. Millikan won a Nobel Prize for physics in 1923 for for his work on the elementary charge of electricity and on the photoelectric effect
1922,literature,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,Jacinto Benavente,male,Who won a Nobel Prize for literature in 1922?,Jacinto Benavente won a Nobel Prize for literature in 1922 for for the happy manner in which he has continued the illustrious traditions of the Spanish drama
1922,peace,for his leading role in the repatriation of prisoners of war in international relief work and as the League of Nations' High Commissioner for refugees,Fridtjof Nansen,male,Who won a Nobel Prize for peace in 1922?,Fridtjof Nansen won a Nobel Prize for peace in 1922 for for his leading role in the repatriation of prisoners of war in international relief work and as the League of Nations' High Commissioner for refugees
1922,medicine,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,Otto Meyerhof,male,Who won a Nobel Prize for medicine in 1922?,Otto Meyerhof won a Nobel Prize for medicine in 1922 for for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle
1922,medicine,for his discovery relating to the production of heat in the muscle,Archibald V. Hill,male,Who won a Nobel Prize for medicine in 1922?,Archibald V. Hill won a Nobel Prize for medicine in 1922 for for his discovery relating to the production of heat in the muscle
1922,chemistry,for his discovery by means of his mass spectrograph of isotopes in a large number of non-radioactive elements and for his enunciation of the whole-number rule,Francis W. Aston,male,Who won a Nobel Prize for chemistry in 1922?,Francis W. Aston won a Nobel Prize for chemistry in 1922 for for his discovery by means of his mass spectrograph of isotopes in a large number of non-radioactive elements and for his enunciation of the whole-number rule
1922,physics,for his services in the investigation of the structure of atoms and of the radiation emanating from them,Niels Bohr,male,Who won a Nobel Prize for physics in 1922?,Niels Bohr won a Nobel Prize for physics in 1922 for for his services in the investigation of the structure of atoms and of the radiation emanating from them
1921,physics,for his services to Theoretical Physics and especially for his discovery of the law of the photoelectric effect,Albert Einstein,male,Who won a Nobel Prize for physics in 1921?,Albert Einstein won a Nobel Prize for physics in 1921 for for his services to Theoretical Physics and especially for his discovery of the law of the photoelectric effect
1921,literature,in recognition of his brilliant literary achievements characterized as they are by a nobility of style a profound human sympathy grace and a true Gallic temperament,Anatole France,male,Who won a Nobel Prize for literature in 1921?,Anatole France won a Nobel Prize for literature in 1921 for in recognition of his brilliant literary achievements characterized as they are by a nobility of style a profound human sympathy grace and a true Gallic temperament
1921,peace,for their lifelong contributions to the cause of peace and organized internationalism,Christian Lange,male,Who won a Nobel Prize for peace in 1921?,Christian Lange won a Nobel Prize for peace in 1921 for for their lifelong contributions to the cause of peace and organized internationalism
1921,peace,for their lifelong contributions to the cause of peace and organized internationalism,Hjalmar Branting,male,Who won a Nobel Prize for peace in 1921?,Hjalmar Branting won a Nobel Prize for peace in 1921 for for their lifelong contributions to the cause of peace and organized internationalism
1921,chemistry,for his contributions to our knowledge of the chemistry of radioactive substances and his investigations into the origin and nature of isotopes,Frederick Soddy,male,Who won a Nobel Prize for chemistry in 1921?,Frederick Soddy won a Nobel Prize for chemistry in 1921 for for his contributions to our knowledge of the chemistry of radioactive substances and his investigations into the origin and nature of isotopes
1920,peace,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,Leon Bourgeois,male,Who won a Nobel Prize for peace in 1920?,Leon Bourgeois won a Nobel Prize for peace in 1920 for for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations
1920,physics,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,Charles Edouard Guillaume,male,Who won a Nobel Prize for physics in 1920?,Charles Edouard Guillaume won a Nobel Prize for physics in 1920 for in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys
1920,medicine,for his discovery of the capillary motor regulating mechanism,August Krogh,male,Who won a Nobel Prize for medicine in 1920?,August Krogh won a Nobel Prize for medicine in 1920 for for his discovery of the capillary motor regulating mechanism
1920,chemistry,in recognition of his work in thermochemistry,Walther Nernst,male,Who won a Nobel Prize for chemistry in 1920?,Walther Nernst won a Nobel Prize for chemistry in 1920 for in recognition of his work in thermochemistry
1920,literature,for his monumental work <I>Growth of the Soil</I>,Knut Hamsun,male,Who won a Nobel Prize for literature in 1920?,Knut Hamsun won a Nobel Prize for literature in 1920 for for his monumental work <I>Growth of the Soil</I>
1919,literature,in special appreciation of his epic <I>Olympian Spring</I>,Carl Spitteler,male,Who won a Nobel Prize for literature in 1919?,Carl Spitteler won a Nobel Prize for literature in 1919 for in special appreciation of his epic <I>Olympian Spring</I>
1919,peace,for his role as founder of the League of Nations,Woodrow Wilson,male,Who won a Nobel Prize for peace in 1919?,Woodrow Wilson won a Nobel Prize for peace in 1919 for for his role as founder of the League of Nations
1919,medicine,for his discoveries relating to immunity,Jules Bordet,male,Who won a Nobel Prize for medicine in 1919?,Jules Bordet won a Nobel Prize for medicine in 1919 for for his discoveries relating to immunity
1919,physics,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,Johannes Stark,male,Who won a Nobel Prize for physics in 1919?,Johannes Stark won a Nobel Prize for physics in 1919 for for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields
1918,chemistry,for the synthesis of ammonia from its elements,Fritz Haber,male,Who won a Nobel Prize for chemistry in 1918?,Fritz Haber won a Nobel Prize for chemistry in 1918 for for the synthesis of ammonia from its elements
1918,physics,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,Max Planck,male,Who won a Nobel Prize for physics in 1918?,Max Planck won a Nobel Prize for physics in 1918 for in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta
1917,literature,for his authentic descriptions of present-day life in Denmark,Henrik Pontoppidan,male,Who won a Nobel Prize for literature in 1917?,Henrik Pontoppidan won a Nobel Prize for literature in 1917 for for his authentic descriptions of present-day life in Denmark
1917,literature,for his varied and rich poetry which is inspired by lofty ideals,Karl Gjellerup,male,Who won a Nobel Prize for literature in 1917?,Karl Gjellerup won a Nobel Prize for literature in 1917 for for his varied and rich poetry which is inspired by lofty ideals
1917,peace,for the efforts to take care of wounded soldiers and prisoners of war and their families,International Committee of the Red Cross ,org,Who won a Nobel Prize for peace in 1917?,International Committee of the Red Cross  won a Nobel Prize for peace in 1917 for for the efforts to take care of wounded soldiers and prisoners of war and their families
1917,physics,for his discovery of the characteristic R&ouml;ntgen radiation of the elements,Charles Glover Barkla,male,Who won a Nobel Prize for physics in 1917?,Charles Glover Barkla won a Nobel Prize for physics in 1917 for for his discovery of the characteristic R&ouml;ntgen radiation of the elements
1916,literature,in recognition of his significance as the leading representative of a new era in our literature,Verner von Heidenstam,male,Who won a Nobel Prize for literature in 1916?,Verner von Heidenstam won a Nobel Prize for literature in 1916 for in recognition of his significance as the leading representative of a new era in our literature
1915,chemistry,for his researches on plant pigments especially chlorophyll,Richard Willstatter,male,Who won a Nobel Prize for chemistry in 1915?,Richard Willstatter won a Nobel Prize for chemistry in 1915 for for his researches on plant pigments especially chlorophyll
1915,literature,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,Romain Rolland,male,Who won a Nobel Prize for literature in 1915?,Romain Rolland won a Nobel Prize for literature in 1915 for as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings
1915,physics,for their services in the analysis of crystal structure by means of X-rays,Lawrence Bragg,male,Who won a Nobel Prize for physics in 1915?,Lawrence Bragg won a Nobel Prize for physics in 1915 for for their services in the analysis of crystal structure by means of X-rays
1915,physics,for their services in the analysis of crystal structure by means of X-rays,William Bragg,male,Who won a Nobel Prize for physics in 1915?,William Bragg won a Nobel Prize for physics in 1915 for for their services in the analysis of crystal structure by means of X-rays
1914,medicine,for his work on the physiology and pathology of the vestibular apparatus,Robert Barany,male,Who won a Nobel Prize for medicine in 1914?,Robert Barany won a Nobel Prize for medicine in 1914 for for his work on the physiology and pathology of the vestibular apparatus
1914,chemistry,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,Theodore W. Richards,male,Who won a Nobel Prize for chemistry in 1914?,Theodore W. Richards won a Nobel Prize for chemistry in 1914 for in recognition of his accurate determinations of the atomic weight of a large number of chemical elements
1914,physics,for his discovery of the diffraction of X-rays by crystals,Max von Laue,male,Who won a Nobel Prize for physics in 1914?,Max von Laue won a Nobel Prize for physics in 1914 for for his discovery of the diffraction of X-rays by crystals
1913,literature,because of his profoundly sensitive fresh and beautiful verse by which with consummate skill he has made his poetic thought expressed in his own English words a part of the literature of the West,Rabindranath Tagore,male,Who won a Nobel Prize for literature in 1913?,Rabindranath Tagore won a Nobel Prize for literature in 1913 for because of his profoundly sensitive fresh and beautiful verse by which with consummate skill he has made his poetic thought expressed in his own English words a part of the literature of the West
1913,peace,for his unparalleled contribution to the organization of peaceful internationalism,Henri La Fontaine,male,Who won a Nobel Prize for peace in 1913?,Henri La Fontaine won a Nobel Prize for peace in 1913 for for his unparalleled contribution to the organization of peaceful internationalism
1913,medicine,in recognition of his work on anaphylaxis,Charles Richet,male,Who won a Nobel Prize for medicine in 1913?,Charles Richet won a Nobel Prize for medicine in 1913 for in recognition of his work on anaphylaxis
1913,chemistry,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,Alfred Werner,male,Who won a Nobel Prize for chemistry in 1913?,Alfred Werner won a Nobel Prize for chemistry in 1913 for in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry
1913,physics,for his investigations on the properties of matter at low temperatures which led inter alia to the production of liquid helium,Heike Kamerlingh Onnes,male,Who won a Nobel Prize for physics in 1913?,Heike Kamerlingh Onnes won a Nobel Prize for physics in 1913 for for his investigations on the properties of matter at low temperatures which led inter alia to the production of liquid helium
1912,physics,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,Gustaf Dalen,male,Who won a Nobel Prize for physics in 1912?,Gustaf Dalen won a Nobel Prize for physics in 1912 for for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys
1912,medicine,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,Alexis Carrel,male,Who won a Nobel Prize for medicine in 1912?,Alexis Carrel won a Nobel Prize for medicine in 1912 for in recognition of his work on vascular suture and the transplantation of blood vessels and organs
